title,authors,isbn13,# num_pages,average_rating,ratings_count,text_reviews_count,book_rating_count,book_review_count,clusters
Birdsong,Sebastian Faulks,9780679776819,483,4.08,55388,2193,60273,2799,4
The Road,Cormac McCarthy,9780307265432,241,3.96,574745,33304,612741,41379,1
The Road,Cormac McCarthy,9780307265432,241,3.96,574745,33304,612930,41381,1
The Road to Serfdom,Friedrich A. Hayek,9780415253895,272,4.18,235,19,15685,949,4
The Best of Roald Dahl,Roald Dahl,9780679729914,520,4.38,6067,400,6323,434,4
Never Let Me Go,Kazuo Ishiguro,9781400078776,288,3.81,354599,21596,377339,25856,1
Never Let Me Go,Kazuo Ishiguro,9781400078776,288,3.81,354599,21596,377624,25874,1
Never Let Me Go,Kazuo Ishiguro,9781400078776,288,3.81,354599,21596,377644,25879,1
Never Let Me Go,Kazuo Ishiguro,9780676977110,288,3.81,1091,158,377339,25856,6
Never Let Me Go,Kazuo Ishiguro,9780676977110,288,3.81,1091,158,377624,25874,6
Never Let Me Go,Kazuo Ishiguro,9780676977110,288,3.81,1091,158,377644,25879,6
Never Let Me Go,Kazuo Ishiguro,9780571224128,263,3.81,419,66,377339,25856,6
Never Let Me Go,Kazuo Ishiguro,9780571224128,263,3.81,419,66,377624,25874,6
Never Let Me Go,Kazuo Ishiguro,9780571224128,263,3.81,419,66,377644,25879,6
The DaVinci Code: A Quest for Answers,Josh McDowell,9781932587807,120,4.05,3478,134,3329,135,2
Thanksgiving,Janet Evanovich,9780060598808,228,3.6,10334,451,10813,490,7
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,9780316919890,353,4.27,702,110,29694,2317,4
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,9781596980204,424,4.27,233,37,253,37,4
His Excellency: George Washington,Joseph J. Ellis,9781400032532,320,3.92,31485,1080,31331,1190,2
Prozac Nation,Elizabeth Wurtzel,9781573229623,384,3.59,875,76,50408,1644,7
Prozac Nation,Elizabeth Wurtzel,9781573229623,384,3.59,875,76,50419,1644,7
The Bell Jar,Sylvia Plath,9780061148514,294,3.99,459610,14073,491876,18347,6
The Bell Jar,Sylvia Plath,9780553124200,216,3.99,377,43,491876,18347,6
The Bell Jar,Sylvia Plath,9780553103700,216,3.99,306,29,491876,18347,6
Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,9780425192733,383,3.44,29547,1253,30789,1412,7
In the Dark of the Night,John Saul,9780345487018,324,3.88,4166,172,4391,209,2
Perfect Nightmare,John Saul,9780345467324,384,3.89,3607,228,3889,243,2
The Manhattan Hunt Club,John Saul,9780345490643,384,3.98,4757,213,4968,241,2
Suffer the Children,John Saul,9780440182931,378,3.91,27480,289,27252,312,2
The Devil's Labyrinth,John Saul,9780345487032,352,3.46,2383,171,2608,212,7
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,9781402718618,224,4.29,3067,443,6374,740,4
Divine,Karen Kingsbury,9781414309354,355,4.28,8815,414,9434,465,4
When the Emperor Was Divine,Julie Otsuka,9780141009056,160,3.73,174,29,15016,2308,7
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,9780375814235,240,4.14,14603,628,17566,935,4
My Uncle Oswald,Roald Dahl,9780140055771,208,3.9,7833,598,8944,763,2
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,9781577314806,229,4.13,140443,6245,140955,6535,4
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,9780316925280,353,4.27,26167,1972,29687,2319,4
Oblivion,David Foster Wallace,9780316010764,329,4.07,10211,675,11012,783,4
Consider the Lobster and Other Essays,David Foster Wallace,9780316156110,343,4.25,30787,2295,33361,2553,4
Brief Interviews with Hideous Men,David Foster Wallace,9780349111889,273,3.87,17500,1093,21598,1646,2
Infinite Jest,David Foster Wallace,9780316921176,1088,4.3,53717,5996,63583,7749,4
Infinite Jest,David Foster Wallace,9780316921176,1088,4.3,53717,5996,63615,7752,4
Infinite Jest,David Foster Wallace,9780316921176,1088,4.3,53717,5996,63617,7752,4
Cloud Atlas,David Mitchell,9780340822784,529,4.02,6763,934,187576,17940,6
Cloud Atlas,David Mitchell,9780340822784,529,4.02,6763,934,187636,17945,6
Ghostwritten,David Mitchell,9780375724503,426,4.06,20093,1663,23409,2039,2
Ghostwritten,David Mitchell,9780375724503,426,4.06,20093,1663,23414,2039,2
Manhunt,Janet Evanovich,9780060598822,219,3.69,11854,434,12391,463,7
Amsterdam,Ian McEwan,9780385494243,208,3.42,34293,2329,38025,2845,7
Atonement,Ian McEwan,9780385721790,351,3.89,379336,13316,391630,15730,6
The Child in Time,Ian McEwan,9780385497527,263,3.58,7865,529,9636,696,7
Enduring Love,Ian McEwan,9780099481249,245,3.63,29552,1458,33322,1892,7
Black Dogs,Ian McEwan,9780385494328,149,3.44,7557,472,8839,606,7
Welcome to the Monkey House,Kurt Vonnegut,9780586037010,285,4.14,65,8,47091,1642,4
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,9781580087940,382,3.69,4018,155,10183,776,7
The Mermaid Chair,Sue Monk Kidd,9780143036692,368,3.12,66723,5762,69098,6115,7
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,9780061144899,240,4.17,2141,222,2196,233,4
Hamlet,William Shakespeare,9781411400429,352,4.01,8,2,629138,10283,6
Hamlet,William Shakespeare,9781411400429,352,4.01,8,2,629164,10283,6
Hamlet,William Shakespeare,9781411400429,352,4.01,8,2,629253,10286,6
Hamlet,William Shakespeare,9781411400429,352,4.01,8,2,629261,10286,6
In the Company of Cheerful Ladies,Alexander McCall Smith,9780375422713,233,4.07,21433,870,23769,1075,4
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,9781400034772,235,3.77,200338,9159,205036,10108,2
Paris to the Moon,Adam Gopnik,9780375758232,368,3.76,12094,924,12533,1014,2
The World According to Garp,John Irving,9780345915597,610,4.08,178515,3833,188576,4919,4
The Android's Dream,John Scalzi,9780765309419,396,3.97,13551,1224,15456,1443,2
Do Androids Dream of Electric Sheep?,Philip K. Dick,9781857988130,210,4.08,1823,138,278854,10409,6
Three Soldiers,John Dos Passos,9781406934854,362,3.59,669,62,931,100,7
The Catcher in the Rye,J.D. Salinger,9780316769488,234,3.8,18849,2017,2343013,49509,8
The Catcher in the Rye,J.D. Salinger,9780316769488,234,3.8,18849,2017,2344043,49531,8
The Catcher in the Rye,J.D. Salinger,9780316769488,234,3.8,18849,2017,2344000,49531,8
The Catcher in the Rye,J.D. Salinger,9780316769488,234,3.8,18849,2017,2344152,49531,8
The Catcher in the Rye,J.D. Salinger,9780316769488,234,3.8,18849,2017,2344160,49531,8
The Way the Crow Flies,Ann-Marie MacDonald,9780060586379,848,4.09,11012,989,11712,1082,4
As the Crow Flies,Jeffrey Archer,9780312997113,800,4.08,15772,589,17595,694,4
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,9780785263708,243,3.91,92413,3671,91370,3740,2
The Secret Life of Bees,Sue Monk Kidd,9780143036401,302,4.04,1273,171,1001343,28026,5
The Secret Life of Bees,Sue Monk Kidd,9780143036401,302,4.04,1273,171,1001624,28038,5
The Poisonwood Bible,Barbara Kingsolver,9780060786502,546,4.05,591393,19312,595935,21100,1
The Poisonwood Bible,Barbara Kingsolver,9780060786502,546,4.05,591393,19312,596241,21117,1
The Poisonwood Bible,Barbara Kingsolver,9780571201754,616,4.05,1325,184,595935,21100,6
The Poisonwood Bible,Barbara Kingsolver,9780571201754,616,4.05,1325,184,596241,21117,6
Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,9781587680267,244,4,1320,50,1339,57,2
The Shipping News,Annie Proulx,9780743225427,337,3.85,114923,3787,118692,4413,2
Midnight in the Garden of Good and Evil,John Berendt,9780679643418,388,3.91,980,84,191464,7414,2
Lafayette,Harlow Giles Unger,9780471468851,452,4.38,524,78,514,79,4
The Electric Kool-Aid Acid Test,Tom Wolfe,9780553380644,416,3.92,59245,1480,62250,1730,2
The Glass Castle,Jeannette Walls,9780743247542,288,4.26,752358,44620,742920,46222,1
The Glass Castle,Jeannette Walls,9781844081813,352,4.26,182,40,742920,46222,5
The Glass Castle,Jeannette Walls,9780739458211,288,4.26,517,84,742920,46222,5
Human Traces,Sebastian Faulks,9780375502262,563,3.63,38,12,3659,313,7
Human Traces,Sebastian Faulks,9780099458265,793,3.63,3388,268,3659,313,7
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,9780375705243,290,3.92,36449,1575,36486,1647,2
Suzanne's Diary for Nicholas,James Patterson,9780446611084,289,4.16,128191,4174,130001,4515,4
Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,9780349107868,634,3.68,80,6,4008,199,7
The Blind Side: Evolution of a Game,Michael   Lewis,9780393061239,304,4.18,24698,1943,73830,3614,4
Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,9780375760921,257,3.98,7872,451,8101,471,2
The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,9780375760914,225,3.88,16146,1118,16980,1164,2
Even Cowgirls Get the Blues,Tom Robbins,9781842430248,366,3.75,43536,1464,46282,1703,2
Even Cowgirls Get the Blues,Tom Robbins,9780553101164,416,3.75,381,52,46282,1703,2
Awakening the Buddha Within: Eight Steps to Enlightenment,Lama Surya Das,9780767901574,432,4.2,11465,282,11781,313,4
Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,9781400064700,232,4.13,3004,253,3930,473,4
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,9780812971064,356,3.6,102707,6444,105132,7031,7
Lolita,Vladimir Nabokov,9781857151336,335,3.89,795,63,565431,20406,6
Lolita,Vladimir Nabokov,9780140264074,307,3.89,1884,171,565431,20406,6
Of Mice and Men,John Steinbeck,9780553131000,118,3.86,4246,309,1662561,27999,5
Of Mice and Men,John Steinbeck,9780553131000,118,3.86,4246,309,1663531,28040,5
Animal Farm,George Orwell,9780452284241,122,3.91,2102616,29469,2235084,42156,3
Animal Farm,George Orwell,9780452284241,122,3.91,2102616,29469,2236032,42201,3
Animal Farm,George Orwell,9780452284241,122,3.91,2102616,29469,2236330,42208,3
Animal Farm,George Orwell,9780452284241,122,3.91,2102616,29469,2236820,42219,3
Animal Farm,George Orwell,9780452284241,122,3.91,2102616,29469,2236991,42225,3
Lord of the Flies,William Golding,9780140283334,182,3.67,1861140,24622,1840595,30634,3
Lord of the Flies,William Golding,9780140283334,182,3.67,1861140,24622,1841591,30660,3
Lord of the Flies,William Golding,9780140283334,182,3.67,1861140,24622,1841607,30660,3
Lord of the Flies,William Golding,9780140283334,182,3.67,1861140,24622,1841763,30664,3
Fahrenheit 451,Ray Bradbury,9788445074879,186,3.98,5733,613,1321751,36934,5
Fahrenheit 451,Ray Bradbury,9788445074879,186,3.98,5733,613,1322521,36970,5
Fahrenheit 451,Ray Bradbury,9788445074879,186,3.98,5733,613,1322698,36982,5
Fahrenheit 451,Ray Bradbury,9788445074879,186,3.98,5733,613,1322843,36988,5
Fahrenheit 451,Ray Bradbury,9788445074879,186,3.98,5733,613,1322848,36988,5
Next,Michael Crichton,9780060872984,431,3.49,57257,2454,59874,2863,7
Next,Michael Crichton,9780060872984,431,3.49,57257,2454,59880,2863,7
Airframe,Michael Crichton,9780099556312,431,3.7,65778,1348,69392,1658,7
Rising Sun,Michael Crichton,9780606298230,399,3.63,40901,690,43578,840,7
Timeline,Michael Crichton,9780099244721,489,3.84,161774,3258,170382,4002,2
Congo,Michael Crichton,9780060541835,442,3.58,140223,1468,143152,1777,7
Eaters of the Dead,Michael Crichton,9780060891565,304,3.66,27412,1054,31017,1366,7
The Terminal Man,Michael Crichton,9780060092573,266,3.36,20825,549,22135,680,7
The Great Train Robbery,Michael Crichton,9780553129199,300,3.85,20008,865,22540,1152,2
The Secret of Santa Vittoria,Robert Crichton,9780881842678,416,4.13,553,60,674,74,4
Holy the Firm,Annie Dillard,9780060915438,76,4.22,3562,317,3630,337,4
Pygmalion,George Bernard Shaw,9780486282220,82,3.9,74859,1523,80221,1925,2
Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,9780446698221,481,4.11,16591,638,17800,757,4
The Joy Luck Club,Amy Tan,9780143038092,288,3.91,550264,6807,552197,7521,6
Dr. Seuss's ABC,Dr. Seuss,9780679882817,21,4.08,27135,736,37093,1256,4
Dr. Seuss's Sleep Book,Dr. Seuss,9780394800912,58,4.17,8683,337,8938,377,4
The Cat in the Hat,Dr. Seuss,9780679891116,61,4.16,290,4,344152,4850,4
Horton Hears a Who!,Dr. Seuss,9780679800033,64,4.17,86300,1145,87232,1262,4
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,9780394844848,56,4.04,12794,306,12761,315,2
The Lorax,Dr. Seuss,9780679889106,72,4.35,245819,3368,241590,3543,4
I Can Read With My Eyes Shut!,Dr. Seuss,9780007158515,48,4.2,16561,423,16918,498,4
Pale Fire,Vladimir Nabokov,9780141185262,246,4.17,30216,1483,34084,2155,4
Pale Fire,Vladimir Nabokov,9780141185262,246,4.17,30216,1483,34102,2157,4
A Friend of the Earth,T. Coraghessan Boyle,9780747553465,275,3.67,29,2,2826,263,7
The Year of Magical Thinking,Joan Didion,9781400078431,227,3.88,112599,8270,114019,8708,2
Slouching Towards Bethlehem,Joan Didion,9780007115228,207,4.22,136,21,26605,2050,4
The White Album,Joan Didion,9780006545866,224,4.17,91,8,11572,796,4
Planet of Slums,Mike  Davis,9781844670222,228,3.91,1652,171,1909,205,2
Five Little Peppers and How They Grew,Margaret Sidney,9781416916178,352,4.03,21713,385,22370,471,2
Five Little Peppers and How They Grew,Margaret Sidney,9781416916178,352,4.03,21713,385,22382,471,2
All-of-a-Kind Family,Sydney Taylor,9780385732956,188,4.22,21031,789,21384,860,4
Treason,Orson Scott Card,9780765309044,288,3.9,6095,333,6524,390,2
Enchantment,Orson Scott Card,9780345482402,422,3.9,23134,2164,24245,2310,2
Mr. Bump,Roger Hargreaves,9780843178388,32,4.03,1630,70,1650,68,2
Beauty,Robin McKinley,9780060753108,325,4.05,3203,481,64461,4749,2
Deerskin,Robin McKinley,9780441012398,384,3.89,17073,965,18836,1214,2
Sunshine,Robin McKinley,9780515138818,405,3.85,30168,3414,32956,3890,2
Rose Daughter,Robin McKinley,9780441005833,304,3.77,16756,959,17569,1045,2
The Door in the Hedge,Robin McKinley,9780698119604,224,3.68,7805,409,8572,482,7
The Blue Sword,Robin McKinley,9780141311883,272,4.23,286,35,49991,2498,4
The Stories of Vladimir Nabokov,Vladimir Nabokov,9780679729976,685,4.3,5766,177,6284,237,4
Laughter in the Dark,Vladimir Nabokov,9780811216746,292,3.96,8233,442,10503,675,2
The Prophet of Yonwood,Jeanne DuPrau,9780375875267,289,3.27,601,82,25651,2264,7
Prophet,Frank E. Peretti,9781581345261,416,3.94,12479,210,13013,263,2
For Kicks,Dick Francis,9780425194980,292,3.98,2958,87,3140,100,2
Dead Cert,Dick Francis,9780425194973,277,3.96,4817,121,5079,149,2
Reflex,Dick Francis,9780425206959,304,4.06,4532,119,4966,153,2
Decider,Dick Francis,9780425199381,341,3.99,3332,126,3794,164,2
Nerve,Dick Francis,9780515123463,320,4.02,3471,106,3740,134,2
10 lb Penalty,Dick Francis,9780425197455,320,3.89,3363,171,3892,211,2
Banker,Dick Francis,9780718132385,288,4.04,2984,117,3477,153,2
Odds Against,Dick Francis,9780515125511,277,4.05,54,4,4000,149,2
Crow Lake,Mary Lawson,9780385337632,324,3.87,13621,1534,14832,1684,2
Wild Ducks Flying Backward,Tom Robbins,9780553383539,272,3.54,5649,262,5857,290,7
Fierce Invalids Home from Hot Climates,Tom Robbins,9780553379334,445,4.03,24266,1122,24845,1191,2
Jitterbug Perfume,Tom Robbins,9781842430354,342,4.24,52696,2662,59317,3291,4
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,9781594865671,328,3.76,5615,432,5751,464,2
Palimpsest,Gore Vidal,9780140260892,448,4,1434,88,1526,103,2
Lincoln,Gore Vidal,9780375708763,672,4.2,7117,414,7538,463,4
Julian,Gore Vidal,9780375727061,528,4.19,5035,298,5287,335,4
Burr,Gore Vidal,9780375708732,430,4.07,6921,480,7406,523,4
Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,9780375758737,302,4.03,17418,931,17900,990,2
The Tesseract,Alex Garland,9780140258424,335,3.22,345,28,5412,250,7
The Wanting Seed,Anthony Burgess,9780393315080,288,3.78,4701,280,4805,297,2
A Clockwork Orange,Anthony Burgess,9780140274097,160,3.99,1367,115,508614,11247,6
A Clockwork Orange,Anthony Burgess,9780140274097,160,3.99,1367,115,509112,11262,6
A Clockwork Orange,Anthony Burgess,9780345026248,191,3.99,614,69,508614,11247,6
A Clockwork Orange,Anthony Burgess,9780345026248,191,3.99,614,69,509112,11262,6
Earthly Powers,Anthony Burgess,9780099468646,649,4.15,2022,146,2345,187,4
Dead Famous,Ben Elton,9780552999458,382,3.64,8415,352,8569,370,7
Popcorn,Ben Elton,9780552771849,320,3.49,5213,172,5458,202,7
A Year in the Life of William Shakespeare: 1599,James Shapiro,9780060088743,333,4.09,2229,239,2665,303,4
World War Z: An Oral History of the Zombie War,Max Brooks,9780307346605,342,4.01,350060,20137,373617,23478,6
The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,9780517052259,0,4.13,45,1,2673,50,4
The Invisible Man,H.G. Wells,9780439574273,208,3.63,321,20,110291,4401,7
Holidays on Ice,David Sedaris,9780316779234,134,3.93,3539,251,97421,4945,2
The Smoke Jumper,Nicholas Evans,9780440235163,576,4.06,28164,675,28395,739,4
Last Chance Saloon,Marian Keyes,9780060086244,528,3.8,34586,669,36271,799,2
The House of the Spirits,Isabel Allende,9780553273915,433,4.22,3598,331,155097,6161,4
The House of the Spirits,Isabel Allende,9780553273915,433,4.22,3598,331,155106,6161,4
Until I Find You,John Irving,9780345479723,820,3.63,22066,1346,23139,1498,7
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,9780349113463,279,3.95,1548,147,573862,11787,6
Skinny Legs and All,Tom Robbins,9781842430347,422,4.04,34805,1005,38121,1318,2
The Handmaid's Tale,Margaret Atwood,9780224023481,324,4.09,93,18,944897,51091,5
The Handmaid's Tale,Margaret Atwood,9780224023481,324,4.09,93,18,946479,51174,5
The Handmaid's Tale,Margaret Atwood,9780224023481,324,4.09,93,18,946475,51174,5
Saving Fish from Drowning,Amy Tan,9780345464019,472,3.43,26172,2495,27384,2739,7
Shadow Divers,Robert Kurson,9780965925075,335,4.29,19570,1726,21654,1953,4
The Poe Shadow,Matthew Pearl,9781400061037,367,3.12,6004,700,7040,905,7
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,9780060622138,272,4.39,6658,164,6566,192,4
Still Life with Woodpecker,Tom Robbins,9781842430224,288,4.04,60966,2261,64735,2622,2
Half Asleep in Frog Pajamas,Tom Robbins,9781842430361,389,3.74,18030,524,19799,675,2
Fierce Invalids Home from Hot Climates,Tom Robbins,9780553107753,415,4.03,323,36,24845,1191,2
Hocus Pocus,Kurt Vonnegut,9780425161296,322,3.82,24973,770,27381,964,2
Mother Night,Kurt Vonnegut,9780385334143,282,4.22,61277,2187,65182,2555,4
Galápagos,Kurt Vonnegut,9780385333870,324,3.87,53777,1891,58934,2412,2
Galápagos,Kurt Vonnegut,9780385333870,324,3.87,53777,1891,58973,2413,2
Timequake,Kurt Vonnegut,9780099267546,219,3.72,23529,824,30418,1380,7
Player Piano,Kurt Vonnegut,9780385333788,341,3.87,38620,1401,40431,1600,2
Deadeye Dick,Kurt Vonnegut,9780385334174,271,3.81,21076,623,22356,731,2
Bluebeard,Kurt Vonnegut,9780385333511,318,4.03,29644,1046,31198,1185,2
Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,9780060544881,912,4.42,5073,184,5766,197,4
Farewell Summer,Ray Bradbury,9780061131547,211,3.71,3240,315,3812,380,7
Dandelion Wine,Ray Bradbury,9780380977260,267,4.09,635,106,45337,3743,4
Dandelion Wine,Ray Bradbury,9780380977260,267,4.09,635,106,45371,3746,4
The Illustrated Man,Ray Bradbury,9780552083294,186,4.14,29,3,65133,3074,4
Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,9781877741098,176,4.1,840,121,12345,1242,4
From the Dust Returned,Ray Bradbury,9780743429986,206,3.75,3015,219,3991,370,2
A Collection of Essays,George Orwell,9780156186001,316,4.33,3118,189,3208,207,4
Keep the Aspidistra Flying,George Orwell,9780141183725,277,3.88,11220,627,12897,882,2
Fear of Flying,Erica Jong,9780451209436,461,3.45,14403,1158,16343,1399,7
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,9780393324358,512,3.79,943,70,1071,81,2
Serenissima aka Shylock's Daughter,Erica Jong,9780440201045,384,3.26,271,17,380,36,7
Dogeaters,Jessica Hagedorn,9781559362153,96,3.58,89,8,1972,136,7
Obasan,Joy Kogawa,9780385468862,320,3.63,5137,340,5500,406,7
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,9780307237699,375,3.73,121607,4379,122056,4754,7
Wild Swans: Three Daughters of China,Jung Chang,9780007176151,666,4.25,1758,208,75426,4864,4
Wild Swans: Three Daughters of China,Jung Chang,9780007176151,666,4.25,1758,208,75457,4866,4
Wild Swans: Three Daughters of China,Jung Chang,9780007176151,666,4.25,1758,208,75469,4868,4
Wild Swans: Three Daughters of China,Jung Chang,9780007176151,666,4.25,1758,208,75496,4868,4
The Wild Swans,Peg Kerr,9780446608473,464,3.66,336,32,358,38,7
An Ordinary Person's Guide to Empire,Arundhati Roy,9780896087279,200,3.99,1662,115,1788,136,2
The God of Small Things,Arundhati Roy,9780679457312,340,3.93,190147,9326,203996,10953,6
The God of Small Things,Arundhati Roy,9780679457312,340,3.93,190147,9326,204121,10961,6
The Fortress of Solitude,Jonathan Lethem,9780571219353,528,3.88,16394,995,19387,1420,2
The Crying of Lot 49,Thomas Pynchon,9780553138887,138,3.7,57,6,59689,3866,7
Prep,Curtis Sittenfeld,9780812972351,420,3.38,53961,4368,56057,4585,7
The Ground Beneath Her Feet,Salman Rushdie,9780312254995,576,3.78,9217,475,10089,566,2
The Ground Beneath Her Feet,Salman Rushdie,9780312254995,576,3.78,9217,475,10092,566,2
The Moor's Last Sigh,Salman Rushdie,9780099592419,434,3.92,10167,433,11442,558,2
Breakfast at Tiffany's,Truman Capote,9780140274110,157,3.89,1985,222,183823,8590,2
Jesus' Son,Denis Johnson,9780413772428,192,4.13,321,34,25730,1919,4
Angels,Denis Johnson,9780099440833,209,3.85,3216,211,3288,288,2
The Rules of Attraction,Bret Easton Ellis,9780679781486,283,3.7,32277,938,34523,1216,7
Glamorama,Bret Easton Ellis,9780375703843,546,3.47,16691,655,17579,787,7
The Informers,Bret Easton Ellis,9780330339186,240,3.38,14407,323,15765,506,7
Less Than Zero,Bret Easton Ellis,9780679781493,208,3.58,51555,2434,55816,2940,7
Summer Crossing,Truman Capote,9780812975932,142,3.44,5028,409,6088,532,7
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,9780792274575,320,3.95,525,65,562,73,2
Atonement,Ian McEwan,9780965404563,351,3.89,163,15,391630,15730,6
Atonement,Ian McEwan,9780385503952,351,3.89,1539,207,391630,15730,6
The Cement Garden,Ian McEwan,9780099468387,144,3.56,16711,982,20485,1495,7
Atonement,Ian McEwan,9780099429791,372,3.89,4537,467,391630,15730,6
Eleanor Rigby,Douglas Coupland,9781582346434,272,3.65,8354,366,9148,437,7
Homo Faber,Max Frisch,9780156421355,228,3.74,11491,241,13953,392,7
The Age of Reason,Jean-Paul Sartre,9780679738954,408,3.98,9103,295,10492,425,2
The Age of Reason,Jean-Paul Sartre,9780679738954,408,3.98,9103,295,10495,425,2
Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,9780385481960,512,4.02,8158,801,9014,885,2
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,9780449911419,408,4.09,4595,290,5299,330,4
A Long Way Down,Nick Hornby,9781594481932,368,3.42,63741,3888,71671,4766,7
Mary Queen of Scots,Antonia Fraser,9780385311298,568,4.04,11944,280,12056,312,2
The Six Wives of Henry VIII,Alison Weir,9780802136831,643,4.11,53977,1310,54778,1419,4
The Children of Henry VIII,Alison Weir,9780345407863,385,4.04,10834,408,11421,468,2
Henry VIII: The King and His Court,Alison Weir,9780345437082,642,4.17,10137,225,10624,274,4
Helen of Troy,Margaret George,9780670037780,611,3.92,8104,671,8903,810,2
The Memoirs of Cleopatra,Margaret George,9780330353823,1139,4.18,15260,878,17004,1126,4
The Namesake,Jhumpa Lahiri,9780006551805,291,3.98,1532,202,206476,10655,2
Dress Your Family in Corduroy and Denim,David Sedaris,9780965904834,272,4.1,211616,4988,220259,6024,6
Naked,David Sedaris,9781405500289,3,4.09,144,34,216705,5343,4
The Far Pavilions,M.M. Kaye,9780517333419,0,4.21,19,5,36997,1162,4
The Far Pavilions,M.M. Kaye,9780553129977,1191,4.21,177,38,36997,1162,4
The Far Pavilions,M.M. Kaye,9780312151256,958,4.21,36300,992,36997,1162,4
The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,9781570625190,366,3.97,13688,376,14985,475,2
The Last of the Really Great Whangdoodles,Julie Andrews Edwards,9780060218058,209,4.25,9963,898,10807,1009,4
Summer of the Monkeys,Wilson Rawls,9780440415800,288,4.03,10711,756,11419,850,2
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,9780307383419,442,3.86,1187,184,155712,6366,2
Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,9780426203650,275,3.21,572,37,549,37,7
The Memory Keeper's Daughter,Kim Edwards,9780143037149,401,3.65,519878,17366,523156,18561,1
Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,9781556434303,784,4.4,2870,145,2905,153,4
A Theory of Semiotics,Umberto Eco,9780253202178,368,4.01,991,30,1061,35,2
The Three Musketeers,Alexandre Dumas,9781853260407,555,4.07,759,83,241297,5575,4
Cell,Stephen King,9781416524519,449,3.65,163786,4231,169097,5261,7
Cell,Stephen King,9781416524519,449,3.65,163786,4231,169181,5264,7
On Writing: A Memoir of the Craft,Stephen King,9780743455961,320,4.33,160056,10972,177368,13911,6
On Writing: A Memoir of the Craft,Stephen King,9780743455961,320,4.33,160056,10972,177519,13924,6
On Writing: A Memoir of the Craft,Stephen King,9780743455961,320,4.33,160056,10972,177506,13923,6
Everything's Eventual: 14 Dark Tales,Stephen King,9781416524359,605,3.96,69965,1423,75323,1975,2
Pet Sematary,Stephen King,9781416524342,576,3.96,256862,3697,322216,6970,6
Nightmares and Dreamscapes,Stephen King,9780450610097,864,3.93,61981,763,64963,1077,2
Bag of Bones,Stephen King,9780671024239,736,3.89,147964,2836,151447,3465,2
The Eyes of the Dragon,Stephen King,9780751504576,427,3.93,80350,2534,89241,3546,2
Misery,Stephen King,9780450417399,370,4.14,397285,6090,401438,7996,6
Misery,Stephen King,9780450417399,370,4.14,397285,6090,401680,8009,6
Misery,Stephen King,9780450417399,370,4.14,397285,6090,401710,8013,6
Misery,Stephen King,9780450417399,370,4.14,397285,6090,401683,8009,6
Apt Pupil,Stephen King,9780751525670,179,3.85,19917,620,20028,626,2
Rose Madder,Stephen King,9780340640142,608,3.69,79457,1485,83510,1991,7
Carrie,Stephen King,9780671039721,253,3.95,2663,187,419560,10154,6
Carrie,Stephen King,9780671039721,253,3.95,2663,187,420084,10178,6
